username,created,location,has_location,is_verified,total_tweets,total_following,total_followers,total_likes,has_avatar,has_background,is_protected,profile_modified
HYIPPEPE1,2016-09-26,0,0,0,26283,1,109,0,1,1,0,1
Magical_Leaff,2017-07-23,0,0,0,853,9839,8873,47573,1,1,0,1
jenevansmoz,2015-02-10,Harare,1,0,260,333,203,21,1,0,0,1
FrancescoCiull4,2013-08-27,0,0,0,2492,3677,575,3519,1,0,0,1
mcchaz_,2012-05-20,0,0,0,51425,24,205,16060,1,1,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1657,175,164,13999,1,1,0,1
mlmsudeep,2017-10-29,0,0,0,3175,1639,216,1211,1,1,0,1
litecoin_price_,2017-08-01,0,0,0,8615,515,557,175,1,0,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10701,197,299,28,1,1,0,1
KeySpringfield,2017-01-24,0,0,0,1279,447,297,408,1,0,0,1
reckonerAU,2013-05-27,0,0,0,2337,411,958,115,1,0,0,1
gowtham939here,2013-05-11,0,0,0,4261,457,171,3928,1,1,0,1
Aussie_Bitcoin,2009-07-02,Australia,1,0,1214,2403,1985,376,1,1,0,1
TheBTCPlanet,2017-10-04,0,0,0,1640,156,171,8,1,1,0,1
daniell59380126,2018-07-22,0,0,0,26,44,13,2,1,0,0,1
dentcoin,2017-06-06,0,0,0,404,3572,39105,2605,1,1,0,1
Coinnews11,2018-07-16,0,0,0,78,1342,485,931,1,1,0,1
Spaulding_plush,2009-07-16,Jamaica,1,0,88576,881,1885,96,1,1,0,1
bitcoinbeeotch,2017-09-09,0,0,0,5580,3249,2474,3832,1,0,0,1
BCashManager,2017-08-27,0,0,0,6055,14,135,27,1,1,0,1
dogegoestomall,2014-01-15,0,0,0,9642,57,300,1115,1,0,0,1
Bitcoinuc,2017-12-30,0,0,0,1982,883,268,581,1,1,0,1
ullbuy,2018-01-09,0,0,0,5238,3123,2877,3544,1,1,0,1
OzRosyzO,2017-04-12,0,0,0,524,438,24,149,1,1,0,1
CoinWatcherBot,2017-07-09,0,0,0,27362,0,10412,790,1,0,0,1
MauiCPA,2009-03-26,"Maui, Hawaii, USA",1,0,1358,182,210,290,1,1,0,1
Sycamore1989,2018-02-27,0,0,0,4942,11033,11257,4425,1,1,0,1
Kesavan18690372,2018-03-23,0,0,0,1654,104,14,2205,1,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60358,2839,2942,76,1,1,0,1
VivekYuvan,2011-05-21,0,0,0,15355,1065,1182,4066,1,1,0,1
supnah,2007-04-04,"Portland, OR",1,0,5237,482,1372,2101,1,1,0,1
Ripple_update,2018-03-20,0,0,0,546,68,21,3,1,1,0,1
konstan17656759,2016-04-26,0,0,0,2972,0,10,964,1,1,0,1
PD_MobileApps,2018-03-14,0,0,0,6028,5285,4789,3149,1,0,0,1
bch_price,2017-08-01,0,0,0,8545,102,3251,3,1,0,0,1
CryptoUpdates8,2018-06-22,0,0,0,1315,21,24,0,1,1,0,1
codingjobsuk,2017-12-31,0,0,0,61000,2,26,0,1,1,0,1
bernieceprzybi9,2018-07-27,0,0,0,10,0,0,0,1,1,0,1
ArbingTool,2018-03-14,0,0,0,13094,351,458,9,1,0,0,1
ArbingTool,2018-03-14,0,0,0,13095,351,458,9,1,0,0,1
dammkewl,2017-04-24,0,0,0,6221,1526,682,30149,1,1,0,1
ArbingTool,2018-03-14,0,0,0,13096,351,458,9,1,0,0,1
shirohatasan,2017-07-22,0,0,0,53,32,15,181,1,0,0,1
ArbingTool,2018-03-14,0,0,0,13097,351,458,9,1,0,0,1
ArbingTool,2018-03-14,0,0,0,13098,351,458,9,1,0,0,1
DASHTicker,2018-01-18,0,0,0,8557,6,93,0,1,1,0,1
ArbingTool,2018-03-14,0,0,0,13099,351,458,9,1,0,0,1
Jayy_crypto,2010-12-21,0,0,0,177084,4396,650,2,1,1,0,1
Alexey_Kakur,2018-03-18,0,0,0,466,2321,2342,315,1,1,0,1
FeesBitcoin,2017-11-16,0,0,0,5780,10,96,1,1,1,0,1
HackermanAce,2010-05-24,gT1BjI -Bitmex -10% fees code ,1,0,13667,891,2660,11788,1,0,0,1
cryptonoIoog,2017-10-15,0,0,0,2244,1145,249,1868,1,1,0,1
vovik152,2012-05-18,0,0,0,8625,10915,10740,8300,1,1,0,1
NEMTicker,2018-02-01,0,0,0,8557,6,103,0,1,1,0,1
EOSTicker,2018-02-01,0,0,0,8548,5,142,0,1,1,0,1
ADATicker,2018-02-01,0,0,0,8553,6,241,0,1,0,0,1
EINMiningNews,2010-07-14,0,0,0,33078,1838,5622,0,1,1,0,1
Bitcoinuc,2017-12-30,0,0,0,1984,883,268,582,1,1,0,1
Anton9012,2011-08-20,0,0,0,40,62,2,31,1,1,0,1
SUBTicker,2018-01-17,0,0,0,9251,13,198,1,1,0,0,1
Amansur2017,2017-10-29,0,0,0,314,473,59,52,1,1,0,1
yolandastice,2016-03-09,0,0,0,5918,4475,3262,4101,1,0,0,1
kalmanov1989,2018-03-25,0,0,0,1488,4931,4069,1079,1,1,0,1
cryptocurq,2017-10-09,0,0,0,1061,360,350,10410,1,1,0,1
kishorsujit,2013-09-04,,1,0,243,208,25,573,1,1,0,1
EzraMontgomery,2018-07-24,0,0,0,17,2,9,2,0,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60359,2839,2942,76,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,407,350,133,221,0,1,0,1
altcointoday,2014-01-30,0,0,0,19858,21498,85584,1437,1,1,0,1
bitxapp,2017-10-24,0,0,0,26,11,213,0,1,0,0,1
jacalyn67626837,2018-07-27,0,0,0,25,0,0,0,0,1,0,1
Chasing_Coins,2017-12-10,0,0,0,92,3,47,2,1,0,0,1
ACalamel,2014-06-04,0,0,0,3498,38,15,61,1,0,0,1
Denis72266527,2016-05-02,0,0,0,607,199,106,432,1,1,0,1
PalleBrandt,2016-09-19,0,0,0,1695,275,379,3552,1,0,0,1
arman61048480,2018-04-03,0,0,0,384,230,49,241,1,1,0,1
Winryh,2018-01-12,0,0,0,243,201,30,59,0,1,0,1
AltcoinEditor,2014-07-09,0,0,0,12473,49,608,26,1,1,0,1
chukwu_thompson,2012-08-29,0,0,0,96,313,60,69,1,1,0,1
TrackThatCrypto,2018-03-24,0,0,0,3079,108,97,9,1,0,0,1
bitcoinavg,2017-12-16,0,0,0,5415,9,108,0,1,1,0,1
AltCoinJess,2014-07-21,0,0,0,16513,355,2160,2271,1,0,0,1
MbaDickie,2017-11-06,0,0,0,87,2,297,67,1,1,0,1
lov_korni,2017-08-13,0,0,0,7438,9945,9488,7052,1,0,0,1
ExitBot_STOCH,2017-12-05,0,0,0,20711,0,999,0,1,0,0,1
EnsBot,2017-05-02,0,0,0,143291,0,816,7,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,409,350,133,221,0,1,0,1
EnsBot,2017-05-02,0,0,0,143292,0,816,7,1,1,0,1
TarantulaFX,2013-07-22,0,0,0,15891,622,10679,4817,1,1,0,1
bellathrown12,2018-07-18,0,0,0,180,486,11,96,0,1,0,1
Mim00555,2017-10-21,0,0,0,4055,6317,5824,4408,1,1,0,1
EnsBot,2017-05-02,0,0,0,143293,0,816,7,1,1,0,1
ichimikichiki,2018-05-19,0,0,0,357,276,75,616,1,0,0,1
JDumloan,2018-05-17,0,0,0,1078,5000,2561,915,1,0,0,1
bitcoinfox1,2017-10-05,0,0,0,6362,104,310,20,1,0,0,1
codingjobsuk,2017-12-31,0,0,0,61001,2,26,0,1,1,0,1
bitcoinfox1,2017-10-05,0,0,0,6364,104,310,20,1,0,0,1
icosbull_com,2018-04-09,0,0,0,660,41,35,2,1,1,0,1
Gabriele_mfx,2017-01-04,0,0,0,16206,4899,1485,0,1,1,0,1
cody3318,2014-10-24,0,0,0,766,1795,533,1805,1,1,0,1
Noble_Trader1,2014-05-20,0,0,0,7782,1697,1252,5277,1,1,0,1
topratedfxbrok1,2018-01-23,0,0,0,2251,148,93,70,1,1,0,1
crpytpublica,2017-10-19,0,0,0,5668,11,1665,414,1,0,0,1
CapshawCap,2017-11-23,0,0,0,27823,2012,216,219,1,1,0,1
SmartCrypto,2017-03-22,0,0,0,1212,189,104,588,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10703,197,299,28,1,1,0,1
SardarBasitAnw1,2017-11-01,0,0,0,869,753,62,808,0,1,0,1
GeorgeMentz,2011-08-13,0,0,0,105124,676,193126,1322,1,0,0,1
StackBitcoin,2011-09-01,0,0,0,7138,0,1887,0,1,1,0,1
big_bankir,2017-10-19,0,0,0,7739,11,1480,410,1,0,0,1
scry_monsters,2010-06-22,0,0,0,20975,369,292,19444,1,1,0,1
bruttwit,2018-01-23,0,0,0,74,7,3,118,0,1,0,1
Shinta74751238,2018-02-28,0,0,0,11091,4644,3739,9226,1,1,0,1
ElecAsiaBot,2018-03-11,0,0,0,3380,2,36,1,1,1,0,1
Rob_Harris_IoT,2018-03-14,0,0,0,6297,6024,5474,7522,1,0,0,1
xrpwatch,2018-04-19,0,0,0,826,32,139,9,1,0,0,1
blockchainflux,2016-01-07,0,0,0,200750,6679,18438,1,1,0,0,1
jeu154,2010-05-14,decentralized land,1,0,30518,80,643,10696,1,1,0,1
NathanS45511426,2018-01-22,0,0,0,2372,1303,572,1497,1,1,0,1
khalilmaricar,2011-01-01,Singapore,1,0,10835,309,299,2718,1,1,0,1
LorenzoOrtega10,2012-11-11,0,0,0,234,117,43,143,0,1,0,1
Madhe1505,2018-07-01,0,0,0,25,22,2,7,1,1,0,1
weedmanhippy,2009-09-16,"Miami Beach, United States",1,0,17838,1415,1071,8596,1,1,0,1
Angelkim85,2017-12-01,0,0,0,8886,10626,10142,6400,1,1,0,1
Bitcoinuc,2017-12-30,0,0,0,1986,883,268,583,1,1,0,1
antoni_cetinic,2018-01-19,0,0,0,162,12,6,163,1,1,0,1
ErikaAbrahamss2,2016-10-27,"Everywhere, USA",1,0,77244,5501,5418,55256,1,1,0,1
cryptocoinradar,2014-08-10,0,0,0,18353,3272,16943,125,1,1,0,1
DutchCoinNewbie,2018-02-03,0,0,0,2110,487,244,1034,1,1,0,1
Drezende3,2018-06-27,0,0,0,1,9,1,0,0,1,0,1
1crypto_,2018-01-25,0,0,0,11151,137,106,38,1,0,0,1
Eurohopes,2009-06-27,Europe,1,0,29211,101,15652,386,1,1,0,1
ICryptoDesk,2018-05-10,0,0,0,2330,82,70,0,1,0,0,1
SelvarajL7,2017-11-27,0,0,0,2915,782,138,7137,1,1,0,1
Prisma_intel,2018-05-17,0,0,0,965,335,445,292,1,0,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1659,175,164,14002,1,1,0,1
bitcoin_notes,2017-12-24,0,0,0,9482,7,33,0,1,1,0,1
carolee09111284,2018-07-31,0,0,0,1,0,0,0,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10704,197,299,28,1,1,0,1
ohioboi4lyfe,2013-01-15,0,0,0,20,68,28,17,1,1,0,1
WisdomhouseINC,2010-11-10,Africa continent,1,0,17682,1858,1622,288,1,1,0,1
_WhyzGuy_,2016-11-09,0,0,0,41947,2980,996,18039,1,0,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1659,175,164,14002,1,1,0,1
micae17,2009-07-17,0,0,0,3222,193,18,1742,1,1,0,1
CryptoAlert_420,2018-01-22,0,0,0,8991,4806,3529,6101,1,0,0,1
DaanKleiman,2014-02-19,"Amsterdam, Nederland",1,0,2486,209,316,1739,1,1,0,1
argyle_th,2016-10-21,0,0,0,2517,18,14,1,1,1,0,1
vyshakmv,2009-08-31,Singapore,1,0,17427,516,287,12829,1,0,0,1
AAmalokwu,2015-12-14,0,0,0,919,901,150,390,1,1,0,1
1crypto_,2018-01-25,0,0,0,11152,137,106,38,1,0,0,1
bitcoinvaluebot,2017-12-08,0,0,0,5473,3,293,22,1,0,0,1
shutenko199271,2017-12-03,0,0,0,15,1781,954,14,1,1,0,1
lover_drop,2018-02-08,0,0,0,3856,1191,986,0,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10706,197,299,28,1,1,0,1
vandigital,2009-02-04,0,0,0,10984,1381,3136,3271,1,1,0,1
TraderWisdom1,2017-11-09,0,0,0,10,0,3013,2,1,0,0,1
analyst5_bot,2017-08-19,0,0,0,18317,193,6026,133,1,1,0,1
chrisd0302,2011-05-02,Leeds,1,0,3916,2498,330,254,1,1,0,1
Goran25566783,2017-12-30,0,0,0,1230,58,49,1205,1,1,0,1
joanathurman,2018-06-06,0,0,0,1830,1366,61,1112,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,412,350,133,222,0,1,0,1
RandolphMlny,2017-01-08,0xbE6cb25854073B6f2efcCE48A74E110Ae5ac87f1,1,0,987,419,645,63,1,1,0,1
ChaseLamb52,2018-06-02,0,0,0,1792,4732,3370,958,1,1,0,1
CecilDon,2008-08-15,"Escondido, CA",1,0,13602,7919,8373,386,1,1,0,1
NGoetham,2013-12-15,"Johannesburg, South Africa",1,0,11136,1223,751,10697,1,1,0,1
spartaaa_,2011-09-09,In your fridge ,1,0,74233,1503,568,4484,1,1,0,1
Jonesy314,2011-03-28,0,0,0,258,57,28,229,1,1,0,1
sectest9,2016-03-16,0,0,0,1017246,1,19553,7,1,1,0,1
hieuquaseo27,2010-10-22,0,0,0,779,2380,2995,248,1,1,0,1
crypto_disrupt,2018-02-01,0,0,0,1514,218,7247,184,1,1,0,1
Matt_Ros,2009-10-11,0,0,0,239838,2337,2403,46498,1,1,0,1
burixx1,2018-07-14,0,0,0,82,66,35,127,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,413,350,133,223,0,1,0,1
JuLionQueen,2011-05-16,Space ,1,0,47097,226,277,1516,1,1,0,1
bitcoin_notes,2017-12-24,0,0,0,9483,7,33,0,1,1,0,1
huy34453034,2018-07-10,0,0,0,28,13,0,12,1,1,0,1
AAmalokwu,2015-12-14,0,0,0,920,901,150,390,1,1,0,1
Azippy111356,2016-04-06,0,0,0,1173,1280,152,531,0,1,0,1
sectest9,2016-03-16,0,0,0,1017248,1,19553,7,1,1,0,1
Shan0Shan1,2016-11-03,0,0,0,1673,342,211,711,1,1,0,1
WorkInRobotics,2017-11-07,0,0,0,57079,186,58,48,1,1,0,1
1crypto_,2018-01-25,0,0,0,11153,137,106,38,1,0,0,1
kalugina_k_i,2018-04-10,0,0,0,1761,2555,2329,1444,1,1,0,1
Dinom53692043,2018-05-15,0,0,0,2314,3198,3142,1921,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,414,350,133,224,0,1,0,1
Bitcoinuc,2017-12-30,0,0,0,1988,883,268,584,1,1,0,1
williamnash15,2013-05-16,0,0,0,330,1180,78,170,0,1,0,1
shakibm719,2018-05-06,0,0,0,960,523,54,711,1,1,0,1
JamesDa17956953,2018-06-05,0,0,0,3231,5,7,0,1,1,0,1
alannnbs_,2018-06-05,0,0,0,123,2,19,114,1,1,0,1
joletartare,2017-12-11,0,0,0,3991,11169,10232,43996,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,415,350,133,224,0,1,0,1
Cryptominers_,2017-09-15,0,0,0,2376,97,67,14,1,1,0,1
yyshiee,2014-12-24,0,0,0,12061,351,127,30970,1,1,0,1
RobertP54721747,2018-06-04,0,0,0,2946,1,13,0,1,1,0,1
Nohrianhunter,2017-06-30,0,0,0,10106,456,153,42774,1,0,0,1
HoodieNinjaGuy,2016-10-11,0,0,0,412,141,13,1021,1,1,0,1
CryptoIndics,2017-11-11,0,0,0,2760,0,414,1,1,0,0,1
lambo_liza,2018-05-24,0,0,0,3137,2,79,8,1,1,0,1
DonSpen01,2017-12-31,0,0,0,2038,4228,2338,1100,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,416,350,133,225,0,1,0,1
1crypto_,2018-01-25,0,0,0,11154,137,106,38,1,0,0,1
Amiel16926079,2018-04-27,0,0,0,6774,96,25,5,1,1,0,1
kellibrsaown,2018-06-15,0,0,0,891,1,3,0,1,1,0,1
CoinsAirdrops,2018-02-24,0,0,0,563,539,480,37,1,1,0,1
DeepRootsZA,2012-10-07,"Pretoria , South Africa",1,0,4126,2626,1232,3568,1,0,0,1
NRLFanPolls,2010-12-19,Australia,1,0,11827,454,1404,1633,1,1,0,1
littlephz,2010-02-04,0,0,0,868,2023,834,2617,1,1,0,1
DenisochkaJ,2017-12-01,0,0,0,39,323,3,46,0,1,0,1
CryptoGOnews,2015-01-07,0,0,0,10384,105,322,0,1,1,0,1
LewisTa29207956,2018-06-05,0,0,0,3213,1,6,0,1,1,0,1
zcash_price,2016-12-07,0,0,0,7948,0,512,0,1,1,0,1
_bitcoin_papa_,2018-03-05,0,0,0,5473,33,1696,815,1,0,0,1
sashleysarobsb1,2018-06-15,0,0,0,1293,0,5,0,1,1,0,1
alannnbs_,2018-06-05,0,0,0,125,2,19,114,1,1,0,1
WorkInRobotics,2017-11-07,0,0,0,57080,186,58,48,1,1,0,1
coindl_net,2018-07-24,0,0,0,90,5,2,0,1,1,0,1
1crypto_,2018-01-25,0,0,0,11155,137,106,38,1,0,0,1
momfoundme,2012-03-07,Not Somaliland,1,0,60885,879,2052,13120,1,1,0,1
Yasinmolla1459,2018-03-22,0,0,0,1468,4965,4456,1268,1,1,0,1
THANZALTHASLU,2014-09-20,0,0,0,54,31,2,26,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,417,350,133,225,0,1,0,1
vovik152,2012-05-18,0,0,0,8632,10915,10740,8307,1,1,0,1
TamaraD80205675,2018-06-05,0,0,0,1857,2,4,0,1,1,0,1
BrendaJ82478213,2018-06-05,0,0,0,1877,2,2,0,1,1,0,1
rusathlsarry,2018-06-15,0,0,0,893,1,3,0,1,1,0,1
salman_1567,2018-01-29,0,0,0,264,289,27,140,1,1,0,1
Bitcoinuc,2017-12-30,0,0,0,1990,883,268,585,1,1,0,1
AirDropExpert,2018-02-02,0,0,0,1054,600,1351,120,1,1,0,1
Best_Exchanges,2018-02-21,0,0,0,7680,5004,3410,69,1,1,0,1
NyxLandUnlife,2018-04-18,0,0,0,8393,228,1234,11240,1,0,0,1
SardarBasitAnw1,2017-11-01,0,0,0,870,753,62,809,0,1,0,1
redwhite037,2014-10-24,0,0,0,45290,18216,18839,55208,1,1,0,1
normsasalsdrid1,2018-06-15,0,0,0,1785,0,8,0,1,1,0,1
MReinalyn,2014-01-01,0,0,0,662,628,207,430,1,1,0,1
Chenka15,2018-03-10,0,0,0,148,298,81,16,1,1,0,1
Michael48605612,2018-06-05,0,0,0,1940,3,9,0,1,1,0,1
cryptozaur,2018-06-03,0,0,0,6921,0,152,0,1,1,0,1
ThankGodOlorun1,2018-06-23,0,0,0,205,95,6,63,0,1,0,1
sanjeevnanda1,2012-04-15,0,0,0,1047,1098,381,551,1,1,0,1
frdealsonline,2012-04-08,0,0,0,357509,1300,520,114,1,1,0,1
doctor_alfredo,2011-03-29,"Long Beach, California",1,0,69959,954,682,22464,1,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60360,2839,2942,76,1,1,0,1
AltcoinFreedom,2018-01-26,0,0,0,21,1,31,0,1,1,0,1
aileenm64801646,2018-07-31,0,0,0,1,0,0,0,1,1,0,1
Dadarr0,2012-06-04,0,0,0,4467,2126,22523,1129,1,1,0,1
vovik152,2012-05-18,0,0,0,8633,10915,10740,8308,1,1,0,1
DomainBookers,2013-09-30,0,0,0,59879,3,396,1908,1,1,0,1
growing101QC,2017-07-10,0,0,0,921,616,156,76,1,0,0,1
eclectorium,2016-08-07,0,0,0,76244,1550,5053,81,1,0,0,1
Shan0Shan1,2016-11-03,0,0,0,1674,342,211,712,1,1,0,1
ICC_Division,2016-05-25,0,0,0,23,18,6,45,1,1,0,1
btc_current,2018-01-14,0,0,0,52215,233,399,629,1,0,0,1
RachelDav_pro,2016-09-26,0,0,0,21765,24081,23206,11943,1,0,0,1
BlindNotDeaf08,2018-04-14,0,0,0,26,6,1,10,0,1,0,1
Quarterback250,2010-12-12,0,0,0,1270,2314,4174,522,1,1,0,1
vovik152,2012-05-18,0,0,0,8634,10915,10740,8309,1,1,0,1
CesareCorso,2011-11-05,0,0,0,73361,1856,13532,49624,1,0,0,1
cryptospaceclub,2015-06-25,0,0,0,2200,598,3528,1168,1,1,0,1
wakabalaplante,2018-02-15,0,0,0,5502,885,233,10499,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10709,197,299,28,1,1,0,1
DiegoMaradonn14,2018-01-02,0,0,0,1780,160,154,2299,1,1,0,1
CoinAirdropsAll,2018-04-16,0,0,0,161,234,287,0,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,420,350,133,227,0,1,0,1
CryptoZeeN,2013-06-15,0,0,0,11697,19704,25800,9831,1,1,0,1
PrecioBTC,2015-01-26,0,0,0,52296,18974,18639,30,1,1,0,1
showmethe_btc,2016-12-03,0,0,0,38989,5323,5245,40118,1,0,0,1
1badchargerS,2018-03-09,0,0,0,455,45,30,2884,1,1,0,1
damien_paw,2017-07-03,0,0,0,4719,308,108,5753,0,1,0,1
paulus50,2009-07-05,0,0,0,1126,246,605,5861,1,0,0,1
measdof,2018-06-07,0,0,0,1,40,0,21,1,0,0,1
janck81301439,2018-05-31,0,0,0,743,1448,18,450,0,1,0,1
Fixdevirus,2011-10-27,0,0,0,33,106,28,18,1,1,0,1
intheAyer84,2018-01-09,0,0,0,8816,0,28,0,1,1,0,1
maksim_kabanov,2016-01-15,0,0,0,5701,10858,11517,5047,1,0,0,1
famywufofun,2015-05-10,0,0,0,264,987,695,143,1,0,0,1
WorkInRobotics,2017-11-07,0,0,0,57082,186,58,48,1,1,0,1
tradecrypto2017,2017-01-09,0,0,0,28433,504,442,12939,1,1,0,1
CryptoEarnCoin,2018-05-16,0,0,0,146,836,243,22,1,1,0,1
TANYAALZOKZNI,2016-03-30,0,0,0,1909,5775,5507,1098,1,0,0,1
Bitcoinuc,2017-12-30,0,0,0,1992,883,268,586,1,1,0,1
AirdropFaucet,2014-03-07,0,0,0,2567,44,4703,116,1,1,0,1
Lolitacabrera17,2018-04-02,0,0,0,1698,772,336,1261,1,1,0,1
TradeAltcoins,2017-01-12,0,0,0,33920,1710,2541,29690,1,0,0,1
guillianne1016,2018-02-07,"General Mariano Alvarez, Calab",1,0,1418,5001,1358,1114,1,1,0,1
vovik152,2012-05-18,0,0,0,8635,10915,10740,8310,1,1,0,1
lecallennec,2015-01-21,0,0,0,2211,4261,1628,12867,1,0,0,1
